"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","StateCode2","NetworkName","NetworkId","NetworkURL","RowNumber","MarketCoverage","DentalOnly"
"2014","AL","82285","HIOS","7","2014-01-21 08:29:49","82285","AL","Delta Dental PPO","ALN001","http://www.deltadentalins.com/find-a-dentist/","13",,
"2014","AZ","17100","HIOS","7","2013-10-15 07:27:56","17100","AZ","EHB Basic Dental Plan (Low)","AZN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","13",,
"2014","AZ","17100","HIOS","7","2013-10-15 07:27:56","17100","AZ","EHB Enhanced Dental Plan (High)","AZN002","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","14",,
"2014","AZ","17100","HIOS","7","2013-10-15 07:27:56","17100","AZ","Family Basic Dental Plan (Low)","AZN003","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","15",,
"2014","AZ","17100","HIOS","7","2013-10-15 07:27:56","17100","AZ","Family Enhanced Dental Plan (High)","AZN004","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_AZ&planType=DPPO&networkID=2","16",,
"2014","AZ","18156","HIOS","1","2013-06-06 10:50:48","18156","AZ","Lincoln Dental Connect","AZN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2014","AZ","23307","HIOS","8","2014-01-16 07:24:04","23307","AZ","Phoenix HMOx","AZN001","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=762","13",,
"2014","AZ","23307","HIOS","8","2014-01-16 07:24:04","23307","AZ","Tucson HMOx","AZN002","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=801","14",,
"2014","AZ","30045","HIOS","5","2014-03-19 07:06:49","30045","AZ","Delta Dental PPO","AZN001","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B20","13",,
"2014","AZ","30045","HIOS","5","2014-03-19 07:06:49","30045","AZ","Delta Dental PPO plus Premier","AZN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B01","14",,
"2014","AZ","30045","HIOS","5","2014-03-19 07:06:49","30045","AZ","Delta Dental Premier","AZN003","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B01","15",,
"2014","AZ","33851","HIOS","5","2013-09-16 06:33:22","33851","AZ","Premier Access Dental","AZN001","www.premierlife.com/providersearch","13",,
"2014","AZ","51485","HIOS","13","2014-03-19 07:06:49","51485","AZ","AZ PPO","AZN001","https://www.healthnet.com/portal/providerSearch.action","13",,
"2014","AZ","52147","HIOS","2","2013-07-01 08:34:30","52147","AZ","Ameritas PPO Dental Network","AZN001","www.standard.com","13",,
"2014","AZ","53901","HIOS","7","2014-01-16 07:24:04","53901","AZ","Statewide PPO","AZN001","www.azblue.com/PPO","13",,
"2014","AZ","53901","HIOS","7","2014-01-16 07:24:04","53901","AZ","Alliance","AZN002","www.azblue.com/Alliance","14",,
"2014","AZ","53901","HIOS","7","2014-01-16 07:24:04","53901","AZ","Select","AZN003","www.azblue.com/Select","15",,
"2014","AZ","58292","HIOS","7","2014-01-17 09:36:20","58292","AZ","Dentegra Dental PPO","AZN001","http://www.dentegra.com/find-a-dentist","13",,
"2014","AZ","60761","HIOS","5","2013-11-23 14:44:18","60761","AZ","Meritus HMO Network","AZN001","http://www.meritusaz.com/hmo-provider-search1.html","13",,
"2014","AZ","60761","HIOS","5","2013-11-23 14:44:18","60761","AZ","Meritus Neighborhood Network Maricopa","AZN002","http://www.meritusaz.com/provider-search1.html","14",,
"2014","AZ","60761","HIOS","5","2013-11-23 14:44:18","60761","AZ","Meritus Community Network Phoenix","AZN003","http://www.meritusaz.com/provider-search1.html","15",,
"2014","AZ","60761","HIOS","5","2013-11-23 14:44:18","60761","AZ","Meritus Community Network Pima","AZN004","http://www.meritusaz.com/provider-search1.html","16",,
"2014","AZ","66105","HIOS","6","2014-03-19 07:06:49","66105","AZ","Humana Dental PPO/Traditional Preferred","AZN001","https://www.humana.com/finder/search?customerID=1085&pfpkey=317","13",,
"2014","AZ","70239","HIOS","10","2014-01-17 09:36:20","70239","AZ","Health Choice Essential","AZN001","http://www.healthchoiceessential.com/members/FindProvider.aspx","13",,
"2014","AZ","77352","HIOS","7","2014-01-21 08:29:49","77352","AZ","DenteMax","AZN001","http://www2.dentemax.com/","13",,
"2014","AZ","77352","HIOS","7","2014-01-21 08:29:49","77352","AZ","Total Dental Administrators (TDA)","AZN002","http://www.totaldentaladmin.com/","14",,
"2014","AZ","84251","HIOS","7","2013-09-17 16:07:07","84251","AZ","QHP PPO_OAMC_Arizona","AZN001","http://www.aetna.com/individuals-families-health-insurance/buy-insurance/exchange/az.html","13",,
"2014","AZ","86830","HIOS","12","2013-10-15 07:27:56","86830","AZ","Arizona Local Plus","AZN001","www.Cigna.com/ifp-providers","13",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","UHM Primary","AZN001","http://uamarketplace.com/providerlookup.aspx","13",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","MIHS Limited","AZN002","http://uamarketplace.com/providerlookup.aspx","14",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Apache","AZN003","http://uamarketplace.com/providerlookup.aspx","15",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Cochise","AZN004","http://uamarketplace.com/providerlookup.aspx","16",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Coconino","AZN005","http://uamarketplace.com/providerlookup.aspx","17",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Gila","AZN006","http://uamarketplace.com/providerlookup.aspx","18",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Greenlee","AZN007","http://uamarketplace.com/providerlookup.aspx","19",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Graham","AZN008","http://uamarketplace.com/providerlookup.aspx","20",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","La Paz","AZN009","http://uamarketplace.com/providerlookup.aspx","21",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Maricopa","AZN010","http://uamarketplace.com/providerlookup.aspx","22",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Mohave","AZN011","http://uamarketplace.com/providerlookup.aspx","23",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Navajo","AZN012","http://uamarketplace.com/providerlookup.aspx","24",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Pima","AZN013","http://uamarketplace.com/providerlookup.aspx","25",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Pinal","AZN014","http://uamarketplace.com/providerlookup.aspx","26",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Santa Cruz","AZN015","http://uamarketplace.com/providerlookup.aspx","27",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Yavapai","AZN016","http://uamarketplace.com/providerlookup.aspx","28",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","Yuma","AZN017","http://uamarketplace.com/providerlookup.aspx","29",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","GSA10","AZN018","http://uamarketplace.com/providerlookup.aspx","30",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","GSA2","AZN019","http://uamarketplace.com/providerlookup.aspx","31",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","GSA8","AZN020","http://uamarketplace.com/providerlookup.aspx","32",,
"2014","AZ","88925","HIOS","5","2014-01-17 09:36:20","88925","AZ","GSA14","AZN021","http://uamarketplace.com/providerlookup.aspx","33",,
"2014","AZ","90264","HIOS","2","2013-07-01 08:34:30","90264","AZ","Ameritas PPO Dental Network","AZN001","www.ameritasgroup.com","13",,
"2014","AZ","91450","HIOS","9","2014-01-21 08:29:49","91450","AZ","AZ HMO CommunityCare Network","AZN001","https://www.healthnet.com/portal/providerSearch.action","13",,
"2014","AZ","91450","HIOS","9","2014-01-21 08:29:49","91450","AZ","AZ HMO","AZN002","https://www.healthnet.com/portal/providerSearch.action","14",,
"2014","AZ","91450","HIOS","9","2014-01-21 08:29:49","91450","AZ","AZ HMO ExcelCare Network","AZN003","https://www.healthnet.com/portal/providerSearch.action","15",,
"2014","AZ","92045","HIOS","6","2013-11-23 14:44:18","92045","AZ","Meritus PPO Network","AZN001","https://www.azfmc.com/meritussearch","13",,
"2014","AZ","99180","HIOS","7","2013-09-12 11:27:35","99180","AZ","Advantage Plus","AZN001","https://secure.ucci.com/tp2fad/?network=074","13",,
"2014","FL","15980","HIOS","5","2014-01-16 07:24:04","15980","FL","Humana Dental PPO/Traditional Preferred","FLN001","https://www.humana.com/finder/search?customerID=1085&pfpkey=317","13",,
"2014","FL","16842","HIOS","6","2014-01-17 09:36:20","16842","FL","NetworkBlue","FLN001","http://opd.bcbsfl.com","13",,
"2014","FL","16842","HIOS","6","2014-01-17 09:36:20","16842","FL","BlueSelect","FLN002","http://opd.bcbsfl.com","14",,
"2014","FL","23841","HIOS","6","2013-11-26 13:14:08","23841","FL","QHP PPO_OAMC_Florida","FLN001","http://www.aetna.com/individuals-families-health-insurance/buy-insurance/exchange/fl.html","13",,
"2014","FL","27357","HIOS","8","2014-03-19 07:06:49","27357","FL","Health First Health Plans","FLN001","www.healthfirsthealthplans.org","13",,
"2014","FL","30115","HIOS","7","2013-09-19 06:29:55","30115","FL","Blue Dental Choice","FLN001","http://floridabluedental.com/find-a-dentist.aspx","13",,
"2014","FL","30219","HIOS","6","2013-10-15 07:27:56","30219","FL","EHB Basic Dental Plan (Low)","FLN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","13",,
"2014","FL","30219","HIOS","6","2013-10-15 07:27:56","30219","FL","EHB Enhanced Dental Plan (High)","FLN002","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","14",,
"2014","FL","30219","HIOS","6","2013-10-15 07:27:56","30219","FL","Family Basic Dental Plan (Low)","FLN003","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","15",,
"2014","FL","30219","HIOS","6","2013-10-15 07:27:56","30219","FL","Family Enhanced Dental Plan (High)","FLN004","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","16",,
"2014","FL","30252","HIOS","8","2014-01-17 09:36:20","30252","FL","BlueCare","FLN001","http://opd.bcbsfl.com","13",,
"2014","FL","35783","HIOS","5","2014-03-19 07:06:49","35783","FL","HMO Premier","FLN001","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=347","13",,
"2014","FL","35783","HIOS","5","2014-03-19 07:06:49","35783","FL","South Florida HUMx HMOx","FLN002","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=798","14",,
"2014","FL","35783","HIOS","5","2014-03-19 07:06:49","35783","FL","Tampa Bay HUMx HMOx","FLN003","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=799","15",,
"2014","FL","43274","HIOS","3","2013-09-17 16:07:07","43274","FL","EssentialSmile PPO","FLN001","www.Solsticecare.com/provider-search.aspx","13",,
"2014","FL","48121","HIOS","12","2013-10-15 07:27:56","48121","FL","Florida LocalPlus Network","FLN001","www.Cigna.com/ifp-providers","13",,
"2014","FL","48129","HIOS","8","2013-11-26 13:14:08","48129","FL","Renaissance Dental","FLN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2014","FL","48129","HIOS","8","2013-11-26 13:14:08","48129","FL","Delta Dental","FLN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2014","FL","49193","HIOS","4","2013-09-10 14:43:20","49193","FL","Advantage Plus","FLN001","https://secure.ucci.com/tp2fad/?network=074","13",,
"2014","FL","51398","HIOS","5","2014-01-21 08:29:49","51398","FL","Miami Dade A","FLN001","http://www.pmpmarketplace.com/plans/providers.pdf","13",,
"2014","FL","51398","HIOS","5","2014-01-21 08:29:49","51398","FL","Miami Dade B","FLN002","http://www.pmpmarketplace.com/plans/providers.pdf","14",,
"2014","FL","51398","HIOS","5","2014-01-21 08:29:49","51398","FL","Broward","FLN003","http://www.pmpmarketplace.com/plans/51398FL0650001/providers.pdf","15",,
"2014","FL","54172","HIOS","6","2013-10-15 07:27:56","54172","FL","Molina Marketplace","FLN001","http://www.molinahealthcare.com/providersearch","13",,
"2014","FL","56503","HIOS","6","2014-03-19 07:06:49","56503","FL","FHCP HMO Network","FLN001","http://www.fhcp.com/individual-plans/","13",,
"2014","FL","56503","HIOS","6","2014-03-19 07:06:49","56503","FL","FHCP Partners In Care Network","FLN002","http://www.fhcp.com/individual-plans/","14",,
"2014","FL","57451","HIOS","4","2013-10-15 07:27:56","57451","FL","Carelink from CoventryOne","FLN001","http://fl.coventryproviders.com","13",,
"2014","FL","57451","HIOS","4","2013-10-15 07:27:56","57451","FL","CoventryOne Exchange HMO","FLN002","http://fl.coventryproviders.com","14",,
"2014","FL","59667","HIOS","5","2013-08-30 07:44:10","59667","FL","DentaQuest of Florida Inc","FLN001","www.dentaquest.com","13",,
"2014","FL","77150","HIOS","9","2014-03-19 07:06:49","77150","FL","Health First Insurance","FLN001","www.healthfirstinsurance.org","13",,
"2014","FL","85543","HIOS","3","2013-08-30 07:44:10","85543","FL","Lincoln Dental Connect","FLN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2014","FL","86382","HIOS","4","2013-08-30 07:44:10","86382","FL","Ambetter from Sunshine Health","FLN001","http://ambetter.sunshinehealth.com/findadoc","13",,
"2014","FL","97725","HIOS","6","2014-01-21 08:29:49","97725","FL","Delta Dental PPO","FLN001","http://www.deltadentalins.com/find-a-dentist/","13",,
"2014","FL","97725","HIOS","6","2014-01-21 08:29:49","97725","FL","DeltaCare USA DHMO","FLN002","http://www.deltadentalins.com/find-a-dentist/","14",,
"2014","FL","98534","HIOS","6","2013-10-15 07:27:56","98534","FL","EHB Basic Dental Plan (Low)","FLN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","13",,
"2014","FL","98534","HIOS","6","2013-10-15 07:27:56","98534","FL","EHB Enhanced Dental Plan (High)","FLN002","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","14",,
"2014","FL","98534","HIOS","6","2013-10-15 07:27:56","98534","FL","Family Basic Dental Plan (Low)","FLN003","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","15",,
"2014","FL","98534","HIOS","6","2013-10-15 07:27:56","98534","FL","Family Enhanced Dental Plan (High)","FLN004","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_FL&planType=DUAL&custNum=0383201&networkID=2","16",,
"2014","FL","99787","HIOS","6","2014-01-17 09:36:20","99787","FL","Dentegra Dental PPO","FLN001","http://www.dentegra.com/find-a-dentist","13",,
"2014","GA","28167","HIOS","6","2014-01-17 09:36:20","28167","GA","Dentegra Dental PPO","GAN001","http://www.dentegra.com/find-a-dentist","13",,
"2014","GA","37001","HIOS","9","2014-03-19 07:06:49","37001","GA","National POS Open Access","GAN001","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=319","13",,
"2014","GA","37001","HIOS","9","2014-03-19 07:06:49","37001","GA","Humana Dental PPO Traditional Preferred","GAN002","https://www.humana.com/finder/search?customerID=1085&pfpkey=317","14",,
"2014","GA","45495","HIOS","4","2013-08-30 07:44:10","45495","GA","Ambetter from Peach State Health Plan","GAN001","http://ambetter.pshpgeorgia.com/findadoc","13",,
"2014","GA","49046","HIOS","8","2014-01-16 07:24:04","49046","GA","Pathway X","GAN001","https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?brand=bcbsga","13",,
"2014","GA","49046","HIOS","8","2014-01-16 07:24:04","49046","GA","Pathway X (with dental)","GAN002","https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?brand=bcbsga","14",,
"2014","GA","50491","HIOS","1","2013-06-06 10:50:48","50491","GA","GA PPO","GAN001","cigna.benefitnation.net/Cignadol/default.asp?employer=ISG-01&","13",,
"2014","GA","50662","HIOS","1","2013-06-06 10:50:48","50662","GA","Lincoln Dental Connect","GAN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2014","GA","50988","HIOS","5","2013-09-12 11:27:35","50988","GA","Advantage Plus","GAN001","https://secure.ucci.com/tp2fad/?network=074","13",,
"2014","GA","55612","HIOS","5","2013-10-16 16:52:58","55612","GA","EHB Basic Dental Plan (Low)","GAN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2","13",,
"2014","GA","55612","HIOS","5","2013-10-16 16:52:58","55612","GA","EHB Enhanced Dental Plan (High)","GAN002","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2","14",,
"2014","GA","55612","HIOS","5","2013-10-16 16:52:58","55612","GA","Family Basic Dental Plan (Low)","GAN003","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2","15",,
"2014","GA","55612","HIOS","5","2013-10-16 16:52:58","55612","GA","Family Enhanced Dental Plan (High)","GAN004","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_GA&planType=DPPO&networkID=2","16",,
"2014","GA","63411","HIOS","7","2014-05-02 13:10:05","63411","GA","Dental Prime","GAN001","www.bcbsga.com","13",,
"2014","GA","63940","HIOS","4","2013-09-02 11:39:25","63940","GA","DentalGuard Preferred","GAN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2014","GA","73231","HIOS","6","2013-11-26 13:14:08","73231","GA","Renaissance Dental","GAN001","www.renaissancedental.com/Find-a-Dentist","13",,
"2014","GA","73231","HIOS","6","2013-11-26 13:14:08","73231","GA","Delta Dental","GAN002","http://www.deltadental.com/DentistSearch/DentistSearchController.ccl","14",,
"2014","GA","83502","HIOS","8","2014-01-21 08:29:49","83502","GA","DenteMax","GAN001","http://www2.dentemax.com/","13",,
"2014","GA","83761","HIOS","10","2014-03-19 07:06:49","83761","GA","FFE and SHOP","GAN001","www.AHPAssist.com","13",,
"2014","GA","86637","HIOS","6","2014-01-21 08:29:49","86637","GA","Delta Dental PPO","GAN001","http://www.deltadentalins.com/find-a-dentist/","13",,
"2014","GA","89942","HIOS","7","2014-01-17 09:36:20","89942","GA","Kaiser Permanente HMO","GAN001","https://healthy.kaiserpermanente.org/health/care/consumer/locate-our-services/doctors-and-locations","13",,
"2014","GA","93332","HIOS","8","2014-01-16 07:24:04","93332","GA","Atlanta HMOx","GAN001","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=804","13",,
"2014","GA","93332","HIOS","8","2014-01-16 07:24:04","93332","GA","Columbus GA HMOx","GAN002","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=758","14",,
"2014","GA","93332","HIOS","8","2014-01-16 07:24:04","93332","GA","Savannah HMOx","GAN003","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=805","15",,
"2014","GA","93332","HIOS","8","2014-01-16 07:24:04","93332","GA","National POS Open Access","GAN004","http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=319","16",,
"2014","IL","83350","HIOS","3","2013-10-16 16:52:58","83350","IL","EHB Basic Dental Plan (Low)","ILN001","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2","13",,
"2014","IL","83350","HIOS","3","2013-10-16 16:52:58","83350","IL","EHB Enhanced Dental Plan (High)","ILN002","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2","14",,
"2014","IL","83350","HIOS","3","2013-10-16 16:52:58","83350","IL","Family Basic Dental Plan (Low)","ILN003","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2","15",,
"2014","IL","83350","HIOS","3","2013-10-16 16:52:58","83350","IL","Family Enhanced Dental Plan (High)","ILN004","https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_IL&planType=DPPO&networkID=2","16",,
"2014","IN","17575","HIOS","12","2014-03-19 07:06:49","17575","IN","[Indiana Individual On Exchange Network] Pathway X HMO POS","INN001","https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs","13",,
"2014","IN","17575","HIOS","12","2014-03-19 07:06:49","17575","IN","[Indiana Individual On Exchange Network] Pathway X HMO POS (with dental)","INN002","https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs","14",,
"2014","IN","17575","HIOS","12","2014-03-19 07:06:49","17575","IN","[Indiana Small Group On Exchange Network] Blue Preferred HMO POS","INN003","https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs","15",,
"2014","IN","17575","HIOS","12","2014-03-19 07:06:49","17575","IN","[Indiana Individual Off Exchange Network] Pathway HMO POS","INN004","https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs","16",,
"2014","IN","17575","HIOS","12","2014-03-19 07:06:49","17575","IN","[Indiana Small Group Off Exchange Network] Blue Preferred HMO POS","INN005","https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs","17",,
"2014","IN","17575","HIOS","12","2014-03-19 07:06:49","17575","IN","Dental Prime","INN006","www.anthem.com","18",,
"2014","IN","35065","HIOS","4","2013-08-30 07:44:10","35065","IN","Ambetter from MHS","INN001","http://ambetter.mhsindiana.com/findadoc","13",,
"2014","IN","43499","HIOS","1","2013-06-28 08:36:25","43499","IN","Dentemax","INN001","http://www2.dentemax.com/Members/FindADentist.aspx","13",,
"2014","IN","50816","HIOS","9","2013-11-26 13:14:08","50816","IN","PHP Premier","INN001","http://www.phpni.com/marketplace/providerdirectory","13",,
"2014","IN","50816","HIOS","9","2013-11-26 13:14:08","50816","IN","PHP Select","INN002","http://www.phpni.com/marketplace/providerdirectory","14",,
"2014","IN","50816","HIOS","9","2013-11-26 13:14:08","50816","IN","PHP Dental","INN003","http://www.phpni.com/marketplace/providerdirectory","15",,
"2014","IN","56340","HIOS","2","2013-07-31 07:05:07","56340","IN","Lincoln Dental Connect","INN001","http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L","13",,
"2014","IN","59560","HIOS","4","2013-09-02 11:39:25","59560","IN","DentalGuard Preferred","INN001","https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process","13",,
"2014","IN","69051","HIOS","2","2013-07-23 22:50:01","69051","IN","EHB Basic Dental Plan (Low)","INN001","https://www.metlife.com/dental","13",,
"2014","IN","69051","HIOS","2","2013-07-23 22:50:01","69051","IN","EHB Enhanced Dental Plan (High)","INN002","https://www.metlife.com/dental","14",,
"2014","IN","69051","HIOS","2","2013-07-23 22:50:01","69051","IN","Family Basic Dental Plan (Low)","INN003","https://www.metlife.com/dental","15",,
"2014","IN","69051","HIOS","2","2013-07-23 22:50:01","69051","IN","Family Enhanced Dental Plan (High)","INN004","https://www.metlife.com/dental","16",,
"2014","IN","83557","HIOS","8","2014-01-21 08:29:49","83557","IN","DenteMax","INN001","http://www2.dentemax.com/","13",,
"2014","IN","83557","HIOS","8","2014-01-21 08:29:49","83557","IN","Maverest Dental Alliance","INN002","http://www.maverest.com/","14",,
